processing_order,source_message_id,segment_id,segment_name,market_group,created_at,updated_at,edited_at,raw_text,normalized_text,normalized_text_hash,record_type,action_label,action_scope,symbol_group,symbol_raw,symbol,symbols_json,contract_month,strike_price,option_type,direction,quantity_percent,quantity_basis,remaining_holding_multiplier,quantity_rule_source,quantity_is_default,execution_prices_json,execution_price_primary,stop_loss,targets_json,target_1,target_2,is_correction,is_multi_instrument,requires_context,auto_apply_eligible,label_confidence,needs_review,label_status,label_source,label_reason,percentage_semantics,exact_duplicate_count,exact_duplicate_rank,is_exact_duplicate,production_status
35,6a140602835de84db3697dba,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-25T08:19:14.902Z,2026-05-25T08:19:14.902Z,,BUY BEL (JUNE) @423 SL 417 TGT 430-435,BUY BEL (JUNE) @423 SL 417 TGT 430-435,b62e7e989c76a813,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,BEL,BEL,"[""BEL""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[423.0],423.0,417.0,"[430.0, 435.0]",430.0,435.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
36,6a141c2c835de84db3697f9e,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-25T09:53:48.972Z,2026-05-25T09:53:48.972Z,,FULL PROFIT BOOK IN INDUSTOWER @440,FULL PROFIT BOOK IN INDUSTOWER @440,64e61459d9869bbb,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,INDUSTOWER,INDUSTOWER,"[""INDUSTOWER""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[440.0],440.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
37,6a151812835de84db36987ca,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T03:48:34.891Z,2026-05-26T03:48:34.891Z,,50% PROFIT BOOK IN TMPV(JUNE) @376,50% PROFIT BOOK IN TMPV(JUNE) @376,03f0be7b7dadce5a,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,TMPV,TMPV,"[""TMPV""]",JUN,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[376.0],376.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
38,6a151861835de84db36987d6,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T03:49:53.272Z,2026-05-26T03:49:53.272Z,,BUY UPL(JUNE) @659 SL 640 TGT 670-680,BUY UPL(JUNE) @659 SL 640 TGT 670-680,a5eb2e0cf23a4d8d,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,UPL,UPL,"[""UPL""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[659.0],659.0,640.0,"[670.0, 680.0]",670.0,680.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
39,6a1518a3835de84db36987e2,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T03:50:59.791Z,2026-05-26T03:50:59.791Z,,50% PROFIT BOOK IN LICHSFIN @546.50,50% PROFIT BOOK IN LICHSFIN @546.50,f38c143c56fa20d2,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,LICHSFIN,LICHSGFIN,"[""LICHSGFIN""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[546.5],546.5,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
40,6a151913835de84db36987ee,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T03:52:51.093Z,2026-05-26T03:52:51.093Z,,50% PROFIT BOOK IN ICICIBANK @1290,50% PROFIT BOOK IN ICICIBANK @1290,9f389ddb658e381e,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,ICICIBANK,ICICIBANK,"[""ICICIBANK""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[1290.0],1290.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
41,6a1519d6835de84db36987fa,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T03:56:06.079Z,2026-05-26T03:56:06.079Z,,SELL HINDALCO(JUNE) @1114 SL 1125  TGT 1100-1082,SELL HINDALCO(JUNE) @1114 SL 1125 TGT 1100-1082,aa0f51689662cbc8,TRADE_ACTION,OPEN_SHORT,SINGLE_INSTRUMENT,,HINDALCO,HINDALCO,"[""HINDALCO""]",JUN,,,SHORT,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[1114.0],1114.0,1125.0,"[1100.0, 1082.0]",1100.0,1082.0,False,False,False,True,0.96,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Sell/short instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
42,6a151abc835de84db3698806,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T03:59:56.464Z,2026-05-26T03:59:56.464Z,,FULL PROFIT BOOK IN MOTILALOFS @881,FULL PROFIT BOOK IN MOTILALOFS @881,b651b616a5b3c76c,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,MOTILALOFS,MOTILALOFS,"[""MOTILALOFS""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[881.0],881.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
43,6a151afb835de84db3698813,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T04:00:59.579Z,2026-05-26T04:00:59.579Z,,EXIT FROM UNIONBANK,EXIT FROM UNIONBANK,510a9e1afda2d862,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,UNIONBANK,UNIONBANK,"[""UNIONBANK""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[],,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
44,6a151b54835de84db369881f,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T04:02:28.934Z,2026-05-26T04:02:28.934Z,,50% PROFIT BOOK IN VEDL (MAY) @343,50% PROFIT BOOK IN VEDL (MAY) @343,063dc4c4d3bc4679,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,VEDL,VEDL,"[""VEDL""]",MAY,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[343.0],343.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
45,6a151b5e835de84db369882b,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T04:02:38.311Z,2026-05-26T04:02:38.311Z,,50% PROFIT BOOK IN BEL (JUN) @427.50,50% PROFIT BOOK IN BEL (JUN) @427.50,1f0fe9d26544cc01,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,BEL,BEL,"[""BEL""]",JUN,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[427.5],427.5,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
46,6a151b7e835de84db3698837,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T04:03:10.701Z,2026-05-26T04:03:10.701Z,,FULL PROFIT BOOK IN ICICIBANK (MAY) @1295,FULL PROFIT BOOK IN ICICIBANK (MAY) @1295,115e4c31ddb32919,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,ICICIBANK,ICICIBANK,"[""ICICIBANK""]",MAY,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[1295.0],1295.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
47,6a151d90835de84db3698843,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T04:12:00.694Z,2026-05-26T04:12:00.694Z,,BUY CONCOR(JUNE) @490 SL 483 TGT 500-515,BUY CONCOR(JUNE) @490 SL 483 TGT 500-515,781d07c9fc416ac4,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,CONCOR,CONCOR,"[""CONCOR""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[490.0],490.0,483.0,"[500.0, 515.0]",500.0,515.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
48,6a151e7c835de84db369884f,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T04:15:56.125Z,2026-05-26T04:15:56.125Z,,BUY SBIN(JUNE) @981 SL 970 TGT 1000-1020,BUY SBIN(JUNE) @981 SL 970 TGT 1000-1020,ffe4c8578f9129ff,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,SBIN,SBIN,"[""SBIN""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[981.0],981.0,970.0,"[1000.0, 1020.0]",1000.0,1020.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
49,6a1523da835de84db36988e7,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T04:38:50.303Z,2026-05-26T04:38:50.303Z,,FULL PROFIT BOOK IN TMPV(JUNE) @379,FULL PROFIT BOOK IN TMPV(JUNE) @379,d8cfc568e3c7c518,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,TMPV,TMPV,"[""TMPV""]",JUN,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[379.0],379.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
50,6a152400835de84db36988f3,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T04:39:28.446Z,2026-05-26T04:39:28.446Z,,FULL PROFIT BOOK IN VEDL (MAY) @345.90,FULL PROFIT BOOK IN VEDL (MAY) @345.90,80ab2ebe78595776,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,VEDL,VEDL,"[""VEDL""]",MAY,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[345.9],345.9,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
51,6a1524b5835de84db369890e,6a0d8832835de84db3693580,International Market,GLOBAL_COMMODITY,2026-05-26T04:42:29.311Z,2026-05-26T04:42:29.311Z,,Book part profit in gold jun @ 4560,Book part profit in gold jun @ 4560,929dc2420545bae1,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,gold jun,GOLD,"[""GOLD""]",JUN,,,,25.0,CURRENT_HOLDING,0.75,PART_PROFIT_RULE,False,[4560.0],4560.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Part/partial profit means sell 25% of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
52,6a152685835de84db369891a,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T04:50:13.884Z,2026-05-26T04:50:13.884Z,,BUY BHARTIARTL(JUNE) @1878 SL 1850 TGT 1900-1920,BUY BHARTIARTL(JUNE) @1878 SL 1850 TGT 1900-1920,e9cfad5592c4ef98,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,BHARTIARTL,BHARTIARTL,"[""BHARTIARTL""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[1878.0],1878.0,1850.0,"[1900.0, 1920.0]",1900.0,1920.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
53,6a1526fb835de84db3698926,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T04:52:11.857Z,2026-05-26T04:52:11.857Z,,BUY TCS(JUNE) @2288 SL 2270 TGT 2310-2330,BUY TCS(JUNE) @2288 SL 2270 TGT 2310-2330,efe0ec4f55b8db60,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,TCS,TCS,"[""TCS""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[2288.0],2288.0,2270.0,"[2310.0, 2330.0]",2310.0,2330.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
54,6a15273a835de84db3698932,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T04:53:14.323Z,2026-05-26T04:53:14.323Z,,BUY ONGC (JUNE) @288.70 SL 285 TGT 291-295,BUY ONGC (JUNE) @288.70 SL 285 TGT 291-295,d3ebe2cad93803ce,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,ONGC,ONGC,"[""ONGC""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[288.7],288.7,285.0,"[291.0, 295.0]",291.0,295.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
55,6a1528f1835de84db369895f,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T05:00:33.054Z,2026-05-26T05:00:33.054Z,,BUY WIPRO(JUNE) @179.50 SL 174 TGT 188-195,BUY WIPRO(JUNE) @179.50 SL 174 TGT 188-195,777fcfd4642de1e4,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,WIPRO,WIPRO,"[""WIPRO""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[179.5],179.5,174.0,"[188.0, 195.0]",188.0,195.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
56,6a1529c5835de84db369896d,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-05-26T05:04:05.827Z,2026-05-26T05:04:05.827Z,,FULL PROFIT BOOK IN COPPER(MAY) @1339.90,FULL PROFIT BOOK IN COPPER(MAY) @1339.90,ab580955a5bd01df,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,COPPER,COPPER,"[""COPPER""]",MAY,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[1339.9],1339.9,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
57,6a152f4a835de84db36989ed,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T05:27:38.493Z,2026-05-26T05:27:38.493Z,,HOLD CONCOR WITH SL 480,HOLD CONCOR WITH SL 480,804851425b0d207e,TRADE_UPDATE,UPDATE_STOP_LOSS,SINGLE_INSTRUMENT,,CONCOR,CONCOR,"[""CONCOR""]",,,,,,NONE,,NOT_APPLICABLE,False,[],,480.0,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Hold and update stop loss.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
58,6a153afb835de84db3698b40,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T06:17:31.519Z,2026-05-26T06:17:31.519Z,,FULL PROFIT BOOK IN RBLBANK(MAY) @346,FULL PROFIT BOOK IN RBLBANK(MAY) @346,ea393c4d791284e6,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,RBLBANK,RBLBANK,"[""RBLBANK""]",MAY,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[346.0],346.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
59,6a153f00835de84db3698b72,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T06:34:40.621Z,2026-05-26T06:34:40.621Z,,HOLD CONCOR(JUNE) WITH SL 474,HOLD CONCOR(JUNE) WITH SL 474,afb070c8f29f7af6,TRADE_UPDATE,UPDATE_STOP_LOSS,SINGLE_INSTRUMENT,,CONCOR,CONCOR,"[""CONCOR""]",JUN,,,,,NONE,,NOT_APPLICABLE,False,[],,474.0,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Hold and update stop loss.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
60,6a154ce1835de84db3698bc1,6a0d8832835de84db3693580,International Market,GLOBAL_COMMODITY,2026-05-26T07:33:53.370Z,2026-05-26T07:33:53.370Z,,Book part profit in silver July @76.55,Book part profit in silver July @76.55,0bfa54aeea9bf68d,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,silver July,SILVER,"[""SILVER""]",JUL,,,,25.0,CURRENT_HOLDING,0.75,PART_PROFIT_RULE,False,[76.55],76.55,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Part/partial profit means sell 25% of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
61,6a154d31835de84db3698bce,6a0d8832835de84db3693580,International Market,GLOBAL_COMMODITY,2026-05-26T07:35:13.717Z,2026-05-26T07:35:13.717Z,,Book 50% profit in copper @6.39,Book 50% profit in copper @6.39,754aaefdfd156064,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,copper,COPPER,"[""COPPER""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[6.39],6.39,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
62,6a1555fcc97cad0ea3252592,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T08:12:44.656Z,2026-05-26T08:12:44.656Z,,FULL PROFIT BOOK IN LT (MAY) @4042,FULL PROFIT BOOK IN LT (MAY) @4042,5c64e691f2e431af,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,LT,LT,"[""LT""]",MAY,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[4042.0],4042.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
63,6a155848c97cad0ea32525d9,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-05-26T08:22:32.289Z,2026-05-26T08:22:32.289Z,,FULL PROFIT BOOK IN CRUDE MINI @8880,FULL PROFIT BOOK IN CRUDE MINI @8880,89bd2c1d53f32edf,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,CRUDE MINI,CRUDE_MINI,"[""CRUDE_MINI""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[8880.0],8880.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
64,6a155901c97cad0ea3252625,6a0d8832835de84db3693580,International Market,GLOBAL_COMMODITY,2026-05-26T08:25:37.942Z,2026-05-26T08:25:37.942Z,,Book part profit in crude @92.77,Book part profit in crude @92.77,35ad2a5ae3b268fe,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,crude,CRUDE,"[""CRUDE""]",,,,,25.0,CURRENT_HOLDING,0.75,PART_PROFIT_RULE,False,[92.77],92.77,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Part/partial profit means sell 25% of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
65,6a156930c97cad0ea3252887,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-26T09:34:40.552Z,2026-05-26T09:34:40.552Z,,BUY MOTILALOFS (JUNE) @871 SL 860 TGT 900-920,BUY MOTILALOFS (JUNE) @871 SL 860 TGT 900-920,4f97ded4bf0e9399,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,MOTILALOFS,MOTILALOFS,"[""MOTILALOFS""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[871.0],871.0,860.0,"[900.0, 920.0]",900.0,920.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
66,6a15a0b7dfef2e015044bfe9,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-05-26T13:31:35.224Z,2026-05-26T13:31:35.224Z,,BUY AAPL @ 311 with S/L 305 for target 315-319,BUY AAPL @ 311 with S/L 305 for target 315-319,af939336d2bb8a7a,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,AAPL,AAPL,"[""AAPL""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[311.0],311.0,305.0,"[315.0, 319.0]",315.0,319.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
67,6a15a0dcdfef2e015044bff6,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-05-26T13:32:12.164Z,2026-05-26T13:32:12.164Z,,Book profit in AMD @ 488,Book profit in AMD @ 488,c8752b701e3da7cb,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,AMD,AMD,"[""AMD""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[488.0],488.0,,[],,,False,False,False,True,0.96,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Unqualified 'book profit' closes all remaining holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
68,6a15a10ddfef2e015044c003,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-05-26T13:33:01.061Z,2026-05-26T13:33:01.061Z,,BUY MRVL @ 214 with S/L 207 for target 220-228,BUY MRVL @ 214 with S/L 207 for target 220-228,fc3122429cf80f19,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,MRVL,MRVL,"[""MRVL""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[214.0],214.0,207.0,"[220.0, 228.0]",220.0,228.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
